event_id,tag
177959946,1801
177959948,401
177959948,2101
177959948,1802
177959958,1401
177959958,1802
177959950,1802
177959962,1801
177959964,701
177959964,1802
177959953,703
177959953,1801
177959966,1801
177959967,1801
177959968,1801
177959972,1801
177959973,702
177959973,1801
177959955,702
177959955,1801
177959956,1801
177959957,1801
177959959,1801
177959960,1801
177959965,1801
177959969,501
177959969,703
177959969,1801
177959976,502
177959976,701
177959976,1802
177959970,1801
177959978,703
177959978,1801
177959971,701
177959971,1802
177959980,1801
177959981,1802
177959975,1401
177959975,1802
177959988,1802
177959977,1302
177959979,1802
177959994,1801
177959995,1801
177959982,502
177959982,701
177959982,1802
177959997,501
177959997,703
177959997,1801
177959999,503
177959999,701
177959999,1802
177959984,1901
177959984,504
177959984,703
177959984,1801
177959985,1901
177959985,1801
177959986,1901
177959986,1801
177959987,1901
177959987,1801
177959989,1901
177959989,1801
177959991,1801
177959993,1801
177959996,1801
177959998,1802
177960009,1401
177960000,1801
177960001,1801
177960002,1801
177960003,1801
177960004,1801
177960006,1801
177960007,1801
177960008,402
177960008,801
177960008,1802
177960014,1401
177960017,1401
177960017,1802
177960011,1801
177960012,1801
177960013,1801
177960015,402
177960015,801
177960015,1801
177960019,703
177960019,1801
177960016,701
177960016,1802
177960018,402
177960018,2101
177960018,1802
177960020,1401
177960022,1801
177960025,1801
177960026,1801
177960028,1801
177960023,501
177960023,701
177960023,1802
177961249,502
177961249,703
177961249,1801
177960031,401
177960031,2101
177960031,1802
177960027,1401
177960033,1801
177960035,1801
177960037,1801
177960039,1801
177960041,1801
177960043,1801
177960044,1801
177960046,1801
177960048,1801
177960030,702
177960030,1801
177960051,702
177960051,1801
177960036,703
177960036,1801
177960052,701
177960052,1802
177960054,1802
177960042,1801
177960057,702
177960057,1801
177960045,702
177960045,1801
177960047,402
177960047,801
177960047,1802
177960059,1401
177960059,1802
177960053,1801
177960055,402
177960055,801
177960055,1802
177960061,1401
177960061,1802
177960058,701
177960058,1802
177960064,703
177960064,1801
177960060,701
177960060,1802
177961250,703
177961250,1801
177960065,2001
177960065,1802
177960062,1801
177960063,502
177960063,701
177960063,1802
177960067,501
177960067,703
177960067,1801
177960068,1802
177960066,1801
177960069,402
177960069,2101
177960069,1802
177960070,1401
177960073,504
177960073,703
177960073,1801
177960071,503
177960071,701
177960071,1802
177960075,503
177960075,602
177960075,703
177960075,1801
177960072,504
177960072,601
177960072,701
177960072,1802
177960074,504
177960074,701
177960074,1802
177960077,503
177960077,703
177960077,1801
177960076,504
177960076,702
177960076,1801
177961251,503
177961251,702
177961251,1801
177960080,801
177960080,1801
177960081,701
177960081,1802
177960078,703
177960078,1801
177960083,1801
177960087,701
177960087,1802
177960089,703
177960089,1801
177960084,1801
177960085,1801
177960086,1801
177960090,1801
177960091,1801
177960093,1802
177960094,1802
177960097,501
177960097,602
177960097,703
177960097,1801
177960096,502
177960096,1601
177960096,601
177960096,701
177960096,1802
177960098,1801
177960099,1802
177960100,1801
177960101,1801
177960102,1801
177960103,1801
177960105,1801
177960106,1801
177960107,601
177960107,702
177960107,1801
177961252,602
177961252,702
177961252,1801
177960108,1801
177960109,1801
177960110,1801
177960113,1801
177960115,1801
177960118,1801
177960111,703
177960111,1801
177960119,701
177960119,1802
177960120,503
177960120,601
177960120,703
177960120,1801
177960112,504
177960112,602
177960112,701
177960112,1802
177960122,1801
177960123,1801
177960125,1801
177960126,1801
177960128,703
177960128,1801
177960116,701
177960116,1802
177960131,402
177960131,2101
177960131,1802
177960132,1401
177960129,301
177960129,1801
177960130,101
177960130,402
177960130,201
177960130,1203
177960130,1801
177960121,101
177960121,1203
177960121,1802
177960127,1802
177960135,1801
177960136,1802
177960133,1401
177960133,1801
177960134,1802
177960146,1801
177960148,702
177960148,1801
177961253,702
177961253,1801
177960151,702
177960151,1801
177960138,702
177960138,1801
177960153,701
177960153,1802
177960139,703
177960139,1801
177960140,1802
177960161,1801
177960163,1801
177960168,701
177960168,1802
177960141,703
177960141,1801
177960142,1802
177960173,1801
177960175,1802
177960143,1401
177960143,1802
177960182,1801
177960184,1801
177960190,1802
177960145,1401
177960192,504
177960192,701
177960192,1802
177960147,503
177960147,703
177960147,1801
177960149,1802
177960196,1401
177960150,1802
177960199,1801
177960152,702
177960152,1801
177961254,702
177961254,1801
177960200,1802
177960154,1802
177960205,1401
177960157,1801
177960156,502
177960156,702
177960156,1801
177960209,501
177960209,702
177960209,1801
177960211,1801
177960212,701
177960212,1802
177960159,703
177960159,1801
177960214,901
177960214,1802
177960160,1401
177960160,1801
177960162,1801
177960164,1801
177960165,1801
177960166,1801
177960167,1801
177960169,1801
177960171,1801
177960172,1801
177960174,1801
177960176,1801
177960177,1801
177960178,1801
177960179,1801
177960181,1801
177960183,1801
177960185,1801
177960186,1801
177960187,1801
177960188,1801
177960189,1801
177960191,1801
177960193,1802
177960218,1401
177960218,1802
177960194,1801
177960195,1801
177960197,1801
177960221,502
177960221,701
177960221,1802
177960198,501
177960198,703
177960198,1801
177960201,1801
177960202,1801
177960203,1801
177960204,1801
177960206,401
177960206,201
177960206,1210
177960206,1802
177960231,501
177960231,703
177960231,1801
177960213,502
177960213,701
177960213,1802
177960235,1801
177960236,1801
177960239,703
177960239,1801
177960217,701
177960217,1802
177960240,1801
177960241,1801
177960246,1801
177960219,502
177960219,701
177960219,1802
177961256,501
177961256,703
177961256,1801
177960255,1801
177960263,1801
177960264,401
177960264,801
177960264,1802
177960220,1801
177960222,1802
177960267,1401
177960267,1801
177960270,501
177960270,703
177960270,1801
177960224,502
177960224,701
177960224,1802
177960272,302
177960272,402
177960272,801
177960272,1801
177960273,702
177960273,1801
177960225,702
177960225,1801
177960274,403
177960274,201
177960274,1213
177960274,1802
177960277,504
177960277,1601
177960277,701
177960277,1802
177960227,503
177960227,703
177960227,1801
177960230,1801
177960284,501
177960284,701
177960284,1802
177960232,502
177960232,703
177960232,1801
177960233,502
177960233,703
177960233,1801
177960288,501
177960288,701
177960288,1802
177960234,1802
177960291,1802
177960238,1401
177960301,1801
177960304,703
177960304,1801
177960242,701
177960242,1802
177960305,701
177960305,1802
177960243,703
177960243,1801
177960244,703
177960244,1801
177960307,701
177960307,1802
177960245,1802
177960309,1401
177960309,1802
177960310,601
177960310,703
177960310,1801
177960247,1401
177960247,602
177960247,701
177960247,1802
177960311,1801
177960313,701
177960313,1802
177961258,703
177961258,1801
177960248,1801
177960249,1801
177960250,1801
177960252,1801
177960253,1801
177960254,1801
177960257,1801
177960317,501
177960317,701
177960317,1802
177960260,502
177960260,703
177960260,1801
177960261,1801
177960262,1802
177960319,1901
177960319,901
177960319,1801
177960321,1901
177960265,1401
177960265,1802
177960323,1801
177960325,703
177960325,1801
177960327,702
177960327,1801
177960268,701
177960268,1802
177960269,702
177960269,1801
177960271,1802
177960331,1801
177960332,1802
177960275,1401
177960276,1801
177960278,1801
177960279,1801
177960280,1801
177960282,1801
177960283,1801
177960285,1801
177960286,1801
177960287,1801
177960289,1802
177960336,1401
177960290,701
177960290,1802
177960338,703
177960338,1801
177960342,1802
177960293,1801
177960344,703
177960344,1801
177961259,701
177961259,1802
177960295,1601
177960295,702
177960295,1801
177960346,702
177960346,1801
177960350,1801
177960352,1801
177960354,701
177960354,1802
177961260,703
177961260,1801
177960297,1801
177960298,1801
177960299,1802
177960359,1401
177960359,504
177960359,602
177960359,703
177960359,1801
177960300,503
177960300,601
177960300,701
177960300,1802
177960362,1801
177960365,401
177960365,2101
177960365,1802
177960303,1401
177960368,501
177960368,703
177960368,1801
177961261,502
177961261,701
177961261,1802
177960308,502
177960308,701
177960308,1802
177961262,501
177961262,703
177961262,1801
177960369,402
177960369,201
177960369,1207
177960369,1801
177960312,1207
177960312,1801
177960374,301
177960374,801
177960374,1801
177960377,703
177960377,1801
177960378,703
177960378,1801
177961263,701
177961263,1802
177960314,701
177960314,1802
177960379,101
177960379,403
177960379,201
177960379,1205
177960379,1801
177960316,101
177960316,1205
177960316,1802
177960324,1801
177960326,1801
177960328,1801
177960333,1801
177960335,1801
177960337,1801
177960339,1801
177960341,1801
177960343,1801
177960345,1801
177960347,1801
177960348,1801
177960353,1801
177960355,1801
177960357,1801
177960358,1801
177960360,1801
177960361,1801
177960363,402
177960363,801
177960363,1802
177960385,1401
177960385,1801
177960387,1802
177960366,1802
177960392,1801
177960390,703
177960390,1801
177960394,1801
177960370,701
177960370,1802
177960396,703
177960396,1801
177961264,701
177961264,1802
177960400,1802
177960402,503
177960402,701
177960402,1802
177960373,504
177960373,703
177960373,1801
177960375,1801
177960405,502
177960405,701
177960405,1802
177960380,501
177960380,703
177960380,1801
177960381,1801
177960382,402
177960382,201
177960382,1203
177960382,1801
177960407,1203
177960407,1801
177960411,1801
177960415,1802
177960384,1801
177960386,1801
177960388,1801
177960389,1801
177960391,901
177960391,1802
177960419,1801
177960421,1801
177960422,1801
177960426,1801
177960429,702
177960429,1801
177961265,702
177961265,1801
177960393,701
177960393,1802
177961266,703
177961266,1801
177960430,1802
177960395,1401
177960433,703
177960433,1801
177961267,701
177961267,1802
177960435,702
177960435,1801
177960397,702
177960397,1801
177960440,1801
177960441,701
177960441,1802
177960399,703
177960399,1801
177960443,702
177960443,1801
177961268,702
177961268,1801
177960401,1801
177960403,1801
177960446,702
177960446,1801
177961269,702
177961269,1801
177960406,1801
177960449,702
177960449,1801
177960409,702
177960409,1801
177960452,1601
177960452,703
177960452,1801
177960410,701
177960410,1802
177960453,1901
177960453,901
177960453,1802
177960412,1401
177960413,1801
177960414,1801
177960416,1801
177960417,1801
177960418,1801
177960420,1801
177960423,1801
177960424,1801
177960425,1802
177960458,502
177960458,703
177960458,1801
177960428,501
177960428,701
177960428,1802
177960459,1802
177960431,1801
177960432,1801
177960434,1801
177960436,1801
177960437,1801
177960444,1801
177960445,1801
177960447,1801
177960474,702
177960474,1801
177961270,702
177961270,1801
177960450,1801
177960451,1801
177960454,302
177960454,901
177960454,1801
177960457,402
177960457,201
177960457,1202
177960457,1801
177960478,1202
177960478,1801
177960480,1801
177960460,703
177960460,1801
177960481,701
177960481,1802
177960484,1802
177960462,1801
177960463,1801
177960464,1801
177960465,1801
177960466,1801
177960468,1801
177960469,1801
177960470,1801
177960473,1801
177960475,503
177960475,703
177960475,1801
177960486,504
177960486,701
177960486,1802
177960476,401
177960476,2101
177960476,1802
177960488,1401
177960479,801
177960479,1801
177960495,702
177960495,1801
177960482,702
177960482,1801
177960503,1802
177960487,1401
177960487,1802
177960509,1401
177960509,1801
177960512,1801
177960515,1801
177960517,901
177960517,1802
177960489,1401
177960489,1801
177960519,701
177960519,1802
177960491,703
177960491,1801
177960492,1801
177960493,1801
177960494,1801
177960496,1801
177960497,1801
177960498,1801
177960499,1801
177960501,1801
177960502,1801
177960504,1801
177960524,504
177960524,702
177960524,1801
177960505,503
177960505,702
177960505,1801
177960506,1801
177960507,1801
177960508,1801
177960510,1801
177960511,1801
177960513,1801
177960516,1802
177960518,703
177960518,1801
177960528,701
177960528,1802
177960530,1801
177960531,1801
177960532,1801
177960533,1802
177960534,501
177960534,701
177960534,1802
177960520,502
177960520,703
177960520,1801
177960521,1802
177960536,1801
177960538,701
177960538,1802
177961271,703
177961271,1801
177960522,1401
177960522,1802
177960540,702
177960540,1801
177960523,702
177960523,1801
177960537,1801
177960539,701
177960539,1802
177961272,703
177961272,1801
177960543,1801
177960545,1801
177960546,1801
177960550,701
177960550,1802
177960542,703
177960542,1801
177960553,501
177960553,701
177960553,1802
177960544,502
177960544,703
177960544,1801
177960547,1801
177960549,1802
177960556,1401
177960556,1802
177960551,1801
177960552,302
177960552,401
177960552,801
177960552,1801
177960557,403
177960557,201
177960557,1212
177960557,1802
177960562,702
177960562,1801
177960564,702
177960564,1801
177960568,1801
177960570,1801
177960571,1801
177960573,1801
177960565,701
177960565,1802
177960577,703
177960577,1801
177960566,702
177960566,1801
177960567,701
177960567,1802
177961274,702
177961274,1801
177960578,703
177960578,1801
177960569,1601
177960569,701
177960569,1802
177961275,703
177961275,1801
177960579,1801
177960581,1801
177960585,1801
177960588,1801
177960591,401
177960591,2101
177960591,1802
177961044,1401
177960594,401
177960594,201
177960594,1206
177960594,1801
177960576,1206
177960576,1801
177960580,1801
177960582,1801
177960584,1801
177960586,1801
177960590,1801
177960602,702
177960602,1801
177960592,702
177960592,1801
177960604,1801
177960606,1801
177960607,1801
177960608,302
177960608,1801
177960609,401
177960609,2101
177960609,1802
177960596,1401
177960597,1801
177960598,701
177960598,1802
177960611,703
177960611,1801
177960599,703
177960599,1801
177960612,701
177960612,1802
177960600,701
177960600,1802
177960613,703
177960613,1801
177960615,1801
177960616,1801
177960617,1801
177960619,1801
177960620,1802
177960601,1401
177960601,1802
177960622,1801
177960624,1802
177960614,1801
177960618,703
177960618,1801
177960629,701
177960629,1802
177960631,1801
177960621,601
177960621,703
177960621,1801
177960633,602
177960633,701
177960633,1802
177960623,1801
177960625,602
177960625,702
177960625,1801
177960634,601
177960634,702
177960634,1801
177960626,702
177960626,1801
177961276,702
177961276,1801
177960627,703
177960627,1801
177961277,701
177961277,1802
177960628,1801
177960632,1802
177960636,1401
177960636,1801
177960639,1801
177960640,1801
177960641,1801
177960635,501
177960635,701
177960635,1802
177961278,502
177961278,703
177961278,1801
177960645,1802
177960637,1401
177960646,1801
177960649,1801
177960650,1801
177960652,1801
177960653,1801
177960655,1801
177960657,1801
177960659,1801
177960661,1802
177960642,1901
177960642,1801
177960644,1901
177960644,1801
177960647,1901
177960647,1801
177960662,503
177960662,703
177960662,1801
177961279,504
177961279,701
177961279,1802
177960665,1802
177960654,1401
177960654,1802
177960666,1801
177960667,1801
177960668,1801
177960670,1801
177960671,1801
177960660,501
177960660,701
177960660,1802
177961280,502
177961280,703
