id,initialX,initialY,finalX,finalY
217607191,54,36,65.0,25.0
217607193,65,25,88.0,33.0
217607194,88,33,0.0,0.0
217607602,1,39,100.0,100.0
217607604,100,100,32.0,22.0
217607608,32,22,23.0,35.0
217607609,23,35,27.0,71.0
217607610,27,71,33.0,64.0
217607195,67,36,72.0,16.0
217607611,28,84,25.0,93.0
217607196,72,16,75.0,7.0
217607198,75,7,78.0,0.0
217607613,22,100,100.0,100.0
217607615,25,100,36.0,91.0
217607616,36,91,45.0,88.0
217607617,45,88,51.0,92.0
217607620,51,92,77.0,66.0
217607623,77,66,100.0,100.0
217607200,0,0,23.0,34.0
217607626,79,27,81.0,30.0
217607628,81,30,87.0,29.0
217607630,87,29,91.0,35.0
217607201,13,71,9.0,65.0
217607632,91,35,100.0,100.0
217607202,0,0,9.0,65.0
217607203,31,36,43.0,48.0
217607204,43,48,60.0,80.0
217607205,60,80,72.0,83.0
217607636,28,17,28.0,38.0
217607206,72,83,72.0,62.0
217607644,28,38,26.0,50.0
217607207,72,62,74.0,50.0
217607208,74,50,0.0,0.0
217607641,2,37,100.0,100.0
217607649,100,100,54.0,87.0
217607650,54,87,38.0,46.0
217607651,38,46,36.0,11.0
217607652,36,11,27.0,26.0
217607654,27,26,41.0,29.0
217607655,41,29,41.0,24.0
217607209,59,76,79.0,100.0
217607657,21,0,100.0,100.0
217607660,27,0,30.0,9.0
217607661,30,9,27.0,3.0
217607662,27,3,25.0,10.0
217607664,25,10,43.0,25.0
217607666,43,25,65.0,94.0
217607668,65,94,90.0,88.0
217607670,90,88,92.0,94.0
217607212,8,6,14.0,0.0
217607671,86,100,100.0,100.0
217607672,79,100,81.0,84.0
217607673,81,84,86.0,96.0
217607674,86,96,89.0,92.0
217607675,89,92,84.0,90.0
217607213,16,10,28.0,23.0
217607679,72,77,71.0,81.0
217607214,28,23,29.0,19.0
217607215,29,19,72.0,7.0
217607216,72,7,61.0,26.0
217607217,61,26,71.0,57.0
217607683,29,43,33.0,56.0
217607685,33,56,30.0,29.0
217607686,30,29,33.0,24.0
217607687,33,24,48.0,23.0
217607689,48,23,37.0,32.0
217607218,52,77,63.0,68.0
217607219,63,68,69.0,64.0
217607690,31,36,25.0,61.0
217607691,25,61,8.0,51.0
217607693,8,51,63.0,24.0
217607695,63,24,62.0,31.0
217607220,37,76,38.0,69.0
217607696,62,31,67.0,41.0
217607697,67,41,74.0,66.0
217607221,26,34,36.0,16.0
217607222,36,16,60.0,29.0
217607223,60,29,62.0,25.0
217607700,38,75,34.0,77.0
217607702,34,77,28.0,76.0
217607224,66,23,72.0,24.0
217607704,28,76,51.0,92.0
217607706,51,92,35.0,71.0
217607708,35,71,63.0,46.0
217607709,63,46,66.0,42.0
217607225,37,54,34.0,58.0
217607711,66,42,61.0,35.0
217609178,34,58,39.0,65.0
217607226,39,65,56.0,48.0
217607227,56,48,41.0,67.0
217607228,41,67,44.0,94.0
217607229,44,94,71.0,95.0
217607230,71,95,76.0,97.0
217607713,29,5,24.0,3.0
217607231,76,97,92.0,97.0
217607234,92,97,96.0,70.0
217607718,4,30,2.0,31.0
217607235,96,70,98.0,69.0
217607236,98,69,94.0,54.0
217607237,94,54,0.0,0.0
217607721,100,100,6.0,46.0
217607724,30,53,24.0,14.0
217607725,24,14,37.0,18.0
217607727,37,18,33.0,16.0
217607728,33,16,61.0,51.0
217607729,61,51,41.0,79.0
217607731,41,79,40.0,69.0
217607732,40,69,37.0,76.0
217607733,37,76,30.0,91.0
217607734,30,91,41.0,93.0
217607735,41,93,40.0,79.0
217607736,40,79,58.0,80.0
217607737,58,80,54.0,74.0
217607739,54,74,42.0,42.0
217607741,42,42,54.0,43.0
217607742,54,43,84.0,38.0
217607744,84,38,87.0,41.0
217607238,13,59,27.0,82.0
217607240,27,82,42.0,93.0
217607241,42,93,72.0,92.0
217607746,28,8,30.0,6.0
217607242,72,92,70.0,94.0
217607748,30,6,39.0,19.0
217607751,39,19,41.0,34.0
217607243,59,66,66.0,72.0
217607244,66,72,69.0,67.0
217607754,34,28,31.0,33.0
217607755,31,33,32.0,31.0
217607245,68,69,55.0,84.0
217607757,32,31,32.0,24.0
217607246,55,84,68.0,76.0
217607759,32,24,45.0,16.0
217607761,45,16,47.0,13.0
217607247,53,87,58.0,96.0
217607248,58,96,67.0,68.0
217607249,67,68,59.0,73.0
217607250,59,73,73.0,25.0
217607252,73,25,92.0,16.0
217607253,92,16,95.0,42.0
217607764,5,58,34.0,86.0
217607254,66,14,75.0,8.0
217607255,75,8,71.0,6.0
217607766,25,92,29.0,94.0
217607767,29,94,28.0,98.0
217607256,72,2,76.0,0.0
217607769,24,100,100.0,100.0
217607257,68,0,81.0,14.0
217607258,81,14,87.0,6.0
217607259,87,6,83.0,4.0
217607770,13,94,17.0,96.0
217607260,83,4,85.0,59.0
217607261,85,59,71.0,63.0
217607262,71,63,71.0,83.0
217607771,29,17,41.0,30.0
217607263,71,83,59.0,70.0
217607773,41,30,33.0,39.0
217607775,33,39,34.0,82.0
217607777,34,82,65.0,70.0
217607778,65,70,69.0,47.0
217607779,69,47,66.0,45.0
217607781,66,45,74.0,39.0
217607265,26,61,29.0,28.0
217607266,29,28,47.0,12.0
217607786,53,88,34.0,82.0
217609179,47,12,66.0,18.0
217607267,66,18,51.0,22.0
217607268,51,22,48.0,42.0
217607269,48,42,46.0,71.0
217607270,46,71,48.0,54.0
217607271,48,54,92.0,94.0
217607273,92,94,94.0,58.0
217607789,6,42,19.0,0.0
217607790,19,0,100.0,100.0
217607274,84,100,65.0,96.0
217607275,65,96,65.0,84.0
217607792,35,16,30.0,0.0
217607793,30,0,100.0,100.0
217607276,74,100,65.0,93.0
217607277,65,93,66.0,88.0
217607795,34,12,32.0,0.0
217607796,32,0,100.0,100.0
217607278,60,100,32.0,96.0
217607279,32,96,14.0,75.0
217607280,14,75,26.0,41.0
217607281,26,41,30.0,51.0
217607282,30,51,45.0,54.0
217607283,45,54,48.0,70.0
217607284,48,70,40.0,95.0
217607285,40,95,40.0,82.0
217607286,40,82,26.0,66.0
217607287,26,66,55.0,92.0
217607288,55,92,68.0,83.0
217607289,68,83,72.0,75.0
217607803,28,25,22.0,0.0
217607805,22,0,100.0,100.0
217607290,75,100,72.0,88.0
217607291,72,88,73.0,94.0
217607292,73,94,71.0,84.0
217607808,27,6,29.0,16.0
217607293,71,84,70.0,78.0
217607809,29,16,30.0,22.0
217607811,30,22,31.0,16.0
217609180,70,78,69.0,84.0
217607294,69,84,70.0,78.0
217607814,28,43,89.0,54.0
217607296,11,46,17.0,33.0
217607815,83,67,82.0,68.0
217607295,17,33,18.0,32.0
217607817,82,68,100.0,100.0
217607297,11,39,0.0,35.0
217607818,100,65,100.0,100.0
217607821,100,100,91.0,48.0
217607826,91,48,92.0,52.0
217607298,9,52,8.0,48.0
217607824,92,52,100.0,100.0
217607827,100,58,100.0,100.0
217607299,0,0,19.0,70.0
217607300,19,70,56.0,79.0
217607828,44,21,58.0,37.0
217607301,56,79,42.0,63.0
217607831,58,37,34.0,61.0
217607832,34,61,38.0,52.0
217607834,38,52,52.0,18.0
217607836,52,18,62.0,32.0
217607837,62,32,57.0,33.0
217607840,57,33,60.0,57.0
217607842,60,57,78.0,89.0
217607844,78,89,88.0,50.0
217607303,12,50,6.0,15.0
217607304,6,15,32.0,23.0
217607848,68,77,66.0,74.0
217607305,34,26,31.0,24.0
217607851,66,74,69.0,76.0
217607852,69,76,72.0,76.0
217609182,31,24,28.0,24.0
217607306,28,24,36.0,27.0
217607854,64,73,62.0,72.0
217607855,62,72,47.0,53.0
217607856,47,53,53.0,47.0
217607857,53,47,40.0,18.0
217607858,40,18,20.0,58.0
217607859,20,58,68.0,71.0
217607861,68,71,67.0,71.0
217607307,32,29,33.0,29.0
217607862,67,71,36.0,70.0
217609183,33,29,64.0,30.0
217607308,64,30,0.0,0.0
217607865,34,77,42.0,59.0
217607866,42,59,63.0,56.0
217607867,63,56,45.0,62.0
217607868,45,62,37.0,75.0
217607870,37,75,73.0,41.0
217607309,27,59,27.0,47.0
217607871,73,41,73.0,53.0
217607873,73,53,73.0,16.0
217607310,27,84,61.0,74.0
217607311,61,74,53.0,68.0
217607312,53,68,69.0,19.0
217607874,31,81,35.0,100.0
217607875,35,100,100.0,100.0
217607313,55,0,58.0,22.0
217607314,58,22,56.0,34.0
217607315,56,34,43.0,13.0
217607316,43,13,27.0,31.0
217607317,27,31,39.0,66.0
217607318,39,66,47.0,69.0
217607319,47,69,54.0,96.0
217607320,54,96,31.0,89.0
217607321,31,89,45.0,88.0
217607322,45,88,28.0,86.0
217607323,28,86,11.0,73.0
217607324,11,73,57.0,54.0
217607876,43,46,31.0,22.0
217607325,57,54,69.0,78.0
217607877,31,22,8.0,53.0
217607878,8,53,30.0,84.0
217607879,30,84,29.0,73.0
217607880,29,73,5.0,61.0
217607881,5,61,17.0,28.0
217607882,17,28,11.0,50.0
217607883,11,50,60.0,17.0
217607326,40,83,27.0,86.0
217607884,60,17,73.0,14.0
217607327,27,86,69.0,77.0
217607885,31,23,29.0,28.0
217607886,29,28,43.0,25.0
217607887,43,25,41.0,28.0
217607888,41,28,59.0,18.0
217607889,59,18,75.0,16.0
217607891,75,16,100.0,100.0
217607328,14,73,89.0,31.0
217607892,11,69,68.0,93.0
217607893,68,93,41.0,93.0
217607329,32,7,59.0,7.0
217607894,41,93,13.0,85.0
217607895,13,85,66.0,93.0
217607896,66,93,64.0,91.0
217607330,36,9,46.0,8.0
217607897,64,91,54.0,92.0
217607331,46,8,32.0,27.0
217607898,54,92,68.0,73.0
217607899,68,73,71.0,65.0
217607332,29,35,34.0,47.0
217607900,71,65,66.0,53.0
217607334,34,47,34.0,82.0
217607335,34,82,36.0,69.0
217607336,36,69,47.0,52.0
217607337,47,52,59.0,22.0
217607338,59,22,76.0,18.0
217607339,76,18,95.0,9.0
217607341,95,9,72.0,16.0
217607342,72,16,97.0,62.0
217607901,3,38,4.0,28.0
217607343,96,72,88.0,100.0
217607905,4,28,12.0,0.0
217607906,10,0,100.0,100.0
217607344,88,100,87.0,84.0
217607345,87,84,82.0,96.0
217607346,82,96,66.0,77.0
217607347,66,77,62.0,30.0
217607348,62,30,71.0,12.0
217607349,71,12,55.0,17.0
217607350,55,17,59.0,28.0
217607351,59,28,37.0,19.0
217607352,37,19,63.0,12.0
217607353,63,12,59.0,23.0
217607908,37,88,41.0,77.0
217607354,59,23,71.0,19.0
217607910,29,81,29.0,72.0
217607355,71,28,73.0,9.0
217607913,27,91,59.0,62.0
217607356,41,38,30.0,55.0
217607915,59,62,70.0,45.0
217607357,30,55,58.0,68.0
217607358,58,68,73.0,62.0
217607360,73,62,84.0,31.0
217607917,16,69,13.0,51.0
217609184,84,31,87.0,49.0
217607361,87,49,89.0,32.0
217607919,11,68,71.0,76.0
217607362,29,24,37.0,39.0
217607922,71,76,63.0,61.0
217607924,63,61,55.0,71.0
217607363,37,39,45.0,29.0
217607926,55,71,66.0,69.0
217607928,66,69,68.0,67.0
217607930,68,67,71.0,63.0
217607364,29,37,32.0,52.0
217607365,32,52,32.0,39.0
217607934,68,48,68.0,61.0
217607936,68,61,54.0,51.0
217607366,46,49,58.0,31.0
217607367,58,31,53.0,19.0
217607939,42,69,47.0,81.0
217607941,47,81,44.0,90.0
217607942,44,90,71.0,81.0
217607369,29,19,20.0,10.0
217607944,80,90,85.0,100.0
217607371,20,10,15.0,0.0
217607945,80,100,100.0,100.0
217607946,85,100,81.0,88.0
217607947,81,88,86.0,95.0
217607948,86,95,80.0,78.0
217607372,20,22,35.0,22.0
217607373,35,22,46.0,3.0
217607951,54,97,37.0,97.0
217607375,46,3,63.0,3.0
217607953,37,97,41.0,95.0
217607376,59,5,62.0,0.0
217607955,38,100,100.0,100.0
217607377,61,0,58.0,19.0
217607378,58,19,62.0,6.0
217607379,62,6,74.0,10.0
217607956,26,90,26.0,95.0
217607380,74,5,68.0,9.0
217607381,68,9,79.0,15.0
217607383,79,15,85.0,25.0
217607384,85,25,0.0,0.0
217607958,12,68,0.0,76.0
217607960,0,76,100.0,100.0
217607385,100,0,83.0,89.0
217607386,83,89,69.0,79.0
217607387,69,79,95.0,31.0
217607388,95,31,85.0,5.0
217607965,5,69,15.0,95.0
217607966,15,95,17.0,93.0
217607968,17,93,40.0,77.0
217607389,60,23,72.0,7.0
217607390,72,7,53.0,8.0
217607391,53,8,53.0,56.0
217607392,53,56,55.0,48.0
217607393,55,48,47.0,62.0
217607394,47,62,45.0,46.0
217607395,45,46,43.0,70.0
217607396,43,70,38.0,76.0
217607397,38,76,58.0,70.0
217607398,58,70,88.0,76.0
217607400,88,76,83.0,9.0
217607969,17,91,59.0,72.0
217607971,59,72,58.0,77.0
217607402,41,28,42.0,23.0
217607972,58,77,55.0,50.0
217607403,45,50,72.0,0.0
217607974,28,100,100.0,100.0
217607977,25,100,9.0,53.0
217607979,9,53,66.0,63.0
217607983,66,63,66.0,36.0
217607404,34,37,34.0,64.0
217607405,34,64,31.0,57.0
217607984,66,36,69.0,43.0
217607406,31,57,30.0,58.0
217607988,69,43,70.0,42.0
217607408,30,58,26.0,54.0
217607409,26,54,26.0,30.0
217607989,74,70,94.0,63.0
217607993,94,63,100.0,100.0
217607411,7,31,0.0,67.0
217607995,100,33,100.0,100.0
217607999,100,0,92.0,50.0
217608002,92,50,89.0,57.0
217607413,8,50,11.0,43.0
217608003,89,57,100.0,100.0
217607414,0,0,11.0,43.0
217608980,94,59,100.0,100.0
217607415,0,0,0.0,0.0
217607419,3,53,7.0,54.0
217608981,93,46,89.0,43.0
217607416,7,54,11.0,57.0
217608982,89,43,100.0,100.0
217607417,0,0,11.0,57.0
217607418,1,54,2.0,71.0
217608014,98,29,92.0,16.0
217608017,92,16,92.0,56.0
217608019,92,56,91.0,58.0
217608985,8,44,9.0,42.0
217608021,91,58,100.0,100.0
217607420,5,46,3.0,53.0
217608983,97,47,100.0,100.0
217607421,0,0,9.0,42.0
217607422,2,51,1.0,51.0
217608984,98,49,99.0,49.0
217608986,99,49,98.0,49.0
217607423,2,50,61.0,94.0
217608038,39,6,38.0,5.0
217607424,61,94,62.0,95.0
217608973,38,5,39.0,6.0
217607425,61,95,41.0,100.0
217608040,59,0,100.0,100.0
217607426,32,100,48.0,91.0
217607427,48,91,42.0,64.0
217607428,42,64,29.0,46.0
217607429,29,46,42.0,7.0
217607430,42,7,64.0,10.0
217607431,64,10,69.0,23.0
217608043,31,77,28.0,63.0
217608044,28,63,28.0,27.0
217608045,28,27,42.0,26.0
217608047,42,26,60.0,28.0
217607434,40,72,42.0,69.0
217607432,42,69,40.0,72.0
217608048,60,28,58.0,31.0
217608050,58,31,55.0,29.0
217607433,45,71,47.0,66.0
217609185,55,29,53.0,34.0
217608051,53,34,61.0,51.0
217608052,61,51,61.0,81.0
217608053,61,81,58.0,69.0
217608054,58,69,58.0,34.0
217608056,58,34,63.0,8.0
217608057,63,8,55.0,25.0
217608058,55,25,57.0,32.0
217607435,43,68,69.0,94.0
217607436,69,94,0.0,0.0
217608069,33,30,76.0,12.0
217608071,76,12,88.0,11.0
217607437,24,88,12.0,89.0
217607438,12,89,5.0,88.0
217608074,88,11,95.0,12.0
217608075,95,12,90.0,48.0
217607439,10,52,23.0,24.0
217608077,90,48,77.0,76.0
217607440,23,24,56.0,24.0
217607441,56,24,60.0,17.0
217609186,44,76,40.0,83.0
217608079,40,83,36.0,71.0
217607442,64,29,47.0,47.0
217608081,36,71,53.0,53.0
217607443,47,47,47.0,30.0
217607444,47,30,67.0,94.0
217608083,33,6,36.0,8.0
217607445,67,94,64.0,92.0
217608084,36,8,49.0,16.0
217608085,49,16,38.0,20.0
217607446,62,80,55.0,79.0
217607447,55,79,57.0,95.0
217607448,57,95,32.0,97.0
217607449,32,97,9.0,71.0
217607450,9,71,31.0,85.0
217607451,31,85,28.0,98.0
217607452,28,98,69.0,84.0
217608088,31,16,35.0,28.0
217608092,35,28,31.0,17.0
217607453,69,83,67.0,88.0
217607454,67,88,75.0,50.0
217607456,75,50,89.0,7.0
217607458,89,7,70.0,7.0
217607459,70,7,65.0,33.0
217607460,65,33,81.0,35.0
217607461,81,35,87.0,33.0
217608097,13,67,52.0,55.0
217608099,52,55,36.0,64.0
217607462,48,45,64.0,36.0
217608100,36,64,42.0,22.0
217608102,42,22,41.0,27.0
217607463,59,73,41.0,75.0
217607464,41,75,54.0,79.0
217609187,59,25,46.0,21.0
217607465,54,79,64.0,76.0
217607466,64,76,55.0,94.0
217607468,55,94,42.0,87.0
217607469,42,87,58.0,74.0
217607470,58,74,43.0,81.0
217607471,43,81,31.0,63.0
217607472,31,63,43.0,34.0
217607473,43,34,38.0,19.0
217607474,38,19,35.0,46.0
217607475,35,46,38.0,86.0
217607476,38,86,48.0,56.0
217607477,48,56,59.0,24.0
217607478,59,24,38.0,71.0
217607479,38,71,33.0,56.0
217607480,33,56,38.0,88.0
217607481,38,88,32.0,55.0
217607482,32,55,32.0,91.0
217607483,32,91,66.0,78.0
217607485,66,78,57.0,95.0
217607484,57,95,57.0,71.0
217607486,57,71,65.0,41.0
217607487,65,41,73.0,7.0
217607488,73,7,63.0,27.0
217607489,63,27,65.0,45.0
217607490,65,45,61.0,72.0
217607491,61,72,51.0,79.0
217607492,51,79,69.0,68.0
217607493,69,68,90.0,77.0
217607494,90,77,94.0,76.0
217609188,10,23,6.0,24.0
217607495,94,76,0.0,0.0
217608109,5,34,5.0,11.0
217607497,95,89,0.0,0.0
217608111,4,28,12.0,0.0
217608112,12,0,100.0,100.0
217607498,90,100,76.0,89.0
217607499,76,89,86.0,83.0
217607500,86,83,81.0,91.0
217607501,81,91,92.0,95.0
217607502,92,95,95.0,61.0
217608113,5,39,29.0,47.0
217607503,71,53,81.0,34.0
217608115,19,66,41.0,17.0
217607504,59,83,71.0,93.0
217607505,71,93,62.0,58.0
217607506,62,58,67.0,31.0
217607507,67,31,70.0,27.0
217607508,70,27,67.0,21.0
217608117,33,79,42.0,90.0
217607509,67,21,58.0,10.0
217608119,42,90,66.0,47.0
217607511,34,53,48.0,58.0
217607512,48,58,60.0,72.0
217607513,60,72,45.0,67.0
217607514,45,67,37.0,81.0
217607515,37,81,42.0,56.0
217607516,42,56,13.0,53.0
217607517,13,53,27.0,61.0
217607518,27,61,37.0,70.0
217607520,37,70,37.0,26.0
217607521,37,26,47.0,44.0
217607522,47,44,86.0,97.0
217607523,86,97,84.0,87.0
217607525,84,87,72.0,78.0
217607527,72,78,64.0,79.0
217607529,64,79,69.0,60.0
217608122,31,40,32.0,34.0
217607531,68,66,62.0,62.0
217608128,38,38,34.0,33.0
217607532,62,62,62.0,67.0
217608133,34,33,38.0,33.0
217607534,62,67,66.0,67.0
217607536,66,67,63.0,76.0
217607539,63,76,62.0,74.0
217608139,37,24,38.0,26.0
217608135,38,26,36.0,6.0
217607541,62,74,64.0,94.0
217608141,36,6,35.0,15.0
217607543,65,85,67.0,84.0
217608145,35,15,33.0,16.0
217607544,67,84,65.0,85.0
217608149,32,30,71.0,66.0
217608152,71,66,63.0,34.0
217607549,29,34,37.0,66.0
217608153,63,34,63.0,52.0
217607551,37,48,31.0,32.0
217608154,63,52,69.0,68.0
217607552,31,32,26.0,68.0
217608155,69,68,74.0,32.0
217608156,74,32,73.0,72.0
217608157,73,72,74.0,73.0
217607553,27,28,26.0,27.0
217608158,74,73,58.0,84.0
217608159,58,84,65.0,64.0
217607556,35,36,28.0,61.0
217608160,65,64,72.0,39.0
217608161,72,39,62.0,34.0
217607558,28,61,38.0,66.0
217607560,38,66,34.0,89.0
217607562,34,89,72.0,77.0
217608162,28,23,10.0,33.0
217607565,72,77,90.0,67.0
217608165,10,33,15.0,27.0
217607566,85,73,88.0,73.0
217609189,15,27,12.0,27.0
217608166,12,27,40.0,4.0
217608167,40,4,40.0,0.0
217607572,60,96,60.0,100.0
217608168,39,0,100.0,100.0
217608169,40,0,30.0,92.0
217608170,30,92,46.0,100.0
217608171,46,100,100.0,100.0
217607575,59,0,69.0,9.0
217608172,31,91,23.0,86.0
217607577,69,9,77.0,14.0
217608174,23,86,22.0,90.0
217607579,77,14,78.0,10.0
217608177,22,90,62.0,69.0
217607581,38,31,55.0,28.0
217608179,62,69,45.0,72.0
217608183,45,72,43.0,71.0
217607584,55,28,57.0,29.0
217608185,43,71,44.0,61.0
217607586,57,29,56.0,39.0
217607587,56,39,32.0,57.0
217608187,44,61,68.0,43.0
217608188,68,43,86.0,8.0
217607589,14,92,11.0,89.0
217608191,86,8,89.0,11.0
217607591,11,89,14.0,92.0
217608196,88,17,94.0,54.0
217608199,94,54,100.0,100.0
217608201,100,56,100.0,100.0
217607593,0,0,64.0,34.0
217607594,64,34,65.0,39.0
217608204,36,66,35.0,61.0
217608213,35,61,69.0,74.0
217608215,69,74,76.0,97.0
217607595,31,26,24.0,3.0
217608217,76,97,76.0,88.0
217607597,24,12,34.0,25.0
217607598,34,25,89.0,10.0
217608220,11,90,17.0,92.0
217607601,89,10,83.0,8.0
217607603,83,8,89.0,54.0
217608223,11,46,28.0,56.0
217608225,28,56,22.0,64.0
217607605,78,36,85.0,25.0
217607607,85,25,0.0,0.0
217608226,100,100,15.0,75.0
217608228,0,28,100.0,100.0
217607612,100,100,97.0,54.0
217608231,3,46,22.0,33.0
217607614,78,67,0.0,0.0
217608232,1,64,100.0,100.0
217608974,100,100,4.0,43.0
217608234,4,43,0.0,39.0
217608237,0,39,100.0,100.0
217607619,100,100,92.0,46.0
217608238,8,54,37.0,47.0
217607621,63,53,58.0,34.0
217607622,58,34,52.0,50.0
217607624,52,50,24.0,75.0
217607625,24,75,70.0,65.0
217608239,30,35,38.0,14.0
217607627,70,65,62.0,86.0
217607631,62,86,64.0,87.0
217608241,38,14,36.0,13.0
217607633,64,87,68.0,80.0
217608245,32,20,44.0,8.0
217607634,56,92,64.0,70.0
217608247,36,30,40.0,25.0
217609192,64,70,60.0,75.0
217608249,40,25,37.0,30.0
217607635,60,75,63.0,70.0
217608250,37,30,45.0,25.0
217607637,55,75,52.0,71.0
217607638,52,71,42.0,53.0
217607639,42,53,55.0,37.0
217607640,55,37,52.0,50.0
217607643,52,50,83.0,12.0
217607645,83,12,82.0,47.0
217608253,9,57,18.0,53.0
217608256,18,53,70.0,21.0
217607648,30,79,8.0,65.0
217607653,8,65,28.0,70.0
217607656,28,70,42.0,86.0
217607658,42,86,38.0,96.0
217607659,38,96,47.0,95.0
217608259,53,5,50.0,0.0
217608260,50,0,100.0,100.0
217607663,48,100,69.0,98.0
217607665,69,98,69.0,95.0
217609193,31,2,31.0,5.0
217607667,69,95,70.0,67.0
217608264,30,33,40.0,9.0
217607669,60,91,58.0,71.0
217607676,58,71,57.0,64.0
217609194,42,29,43.0,36.0
217607677,57,64,75.0,45.0
217607678,75,45,91.0,31.0
217608268,9,69,10.0,63.0
217607682,91,31,90.0,37.0
217607684,90,37,0.0,0.0
217608271,1,58,100.0,100.0
217608276,100,100,64.0,15.0
217607692,36,85,33.0,76.0
217608279,64,15,67.0,24.0
217608282,67,24,72.0,6.0
217607694,28,94,30.0,97.0
217608283,72,6,70.0,3.0
217608287,70,3,74.0,7.0
217607698,30,97,26.0,93.0
217607699,26,93,44.0,75.0
217607701,44,75,37.0,63.0
217607703,37,63,46.0,60.0
217608292,54,40,46.0,56.0
217607705,46,60,54.0,44.0
217607707,54,44,56.0,78.0
217607710,56,78,54.0,100.0
217608294,44,22,46.0,0.0
217608296,45,0,100.0,100.0
217608297,46,0,45.0,5.0
217608298,45,5,70.0,14.0
217607712,30,86,55.0,76.0
217608299,45,24,48.0,25.0
217608301,48,25,39.0,21.0
217608302,39,21,64.0,13.0
217608304,64,13,72.0,17.0
217607714,28,83,32.0,82.0
217609196,72,17,68.0,18.0
217608306,68,18,58.0,15.0
217607715,42,85,58.0,97.0
217607717,58,97,56.0,100.0
217608310,44,0,100.0,100.0
217608312,40,0,62.0,9.0
217607719,38,91,51.0,88.0
217608313,62,9,52.0,12.0
217607720,51,88,48.0,88.0
217608316,52,12,49.0,6.0
217608318,49,6,49.0,12.0
217608319,49,12,42.0,14.0
217607722,58,86,58.0,87.0
217609197,42,14,42.0,13.0
217607723,58,87,58.0,86.0
217608324,49,5,44.0,17.0
217608325,44,17,42.0,79.0
217608326,42,79,61.0,73.0
217608327,61,73,57.0,75.0
217608329,57,75,55.0,54.0
217608331,55,54,45.0,54.0
217608332,45,54,33.0,70.0
217608333,33,70,34.0,90.0
217608334,34,90,67.0,60.0
217608335,67,60,68.0,60.0
217607726,33,40,32.0,40.0
217608337,68,60,68.0,65.0
217608338,68,65,66.0,42.0
217608339,66,42,87.0,37.0
217608345,87,37,100.0,100.0
217607730,23,66,76.0,78.0
217608349,24,22,27.0,22.0
217607738,76,78,73.0,78.0
217607740,73,78,76.0,78.0
217608351,21,28,71.0,12.0
217607745,29,88,39.0,75.0
217608353,71,12,61.0,25.0
217608358,61,25,81.0,10.0
217607747,19,90,21.0,79.0
217607749,21,79,32.0,82.0
217608360,68,18,76.0,29.0
217607750,32,82,24.0,71.0
217607752,24,71,25.0,67.0
217609198,76,29,75.0,33.0
217607753,25,67,40.0,65.0
217607756,40,65,38.0,73.0
217608365,62,27,71.0,25.0
217607758,38,73,29.0,75.0
217607760,29,75,27.0,85.0
217607762,27,85,66.0,63.0
217607763,66,63,72.0,64.0
217608367,34,37,28.0,36.0
217607765,72,64,73.0,62.0
217608369,28,36,27.0,38.0
217608376,27,38,28.0,36.0
217607768,68,65,0.0,0.0
217608378,24,39,100.0,100.0
217607772,50,49,35.0,51.0
217607774,35,51,29.0,70.0
217607776,29,70,70.0,91.0
217607780,70,91,64.0,93.0
217609199,30,9,36.0,7.0
217608388,36,7,38.0,22.0
217607782,62,78,55.0,70.0
217607784,55,70,54.0,94.0
217607785,54,94,74.0,84.0
217608390,26,16,29.0,28.0
217607787,71,72,69.0,60.0
217607788,69,60,70.0,79.0
217607791,70,79,69.0,76.0
217608393,30,21,31.0,24.0
217608396,31,24,29.0,21.0
217607794,69,76,71.0,79.0
217608399,29,21,31.0,24.0
217607797,68,75,90.0,39.0
217608410,10,61,13.0,87.0
217607798,87,13,95.0,7.0
217608403,13,87,5.0,93.0
217607799,95,7,0.0,0.0
217608413,100,100,5.0,93.0
217607800,92,48,92.0,51.0
217608416,8,52,8.0,49.0
217608417,8,49,7.0,50.0
217607801,93,50,87.0,47.0
217609200,7,50,13.0,53.0
217607802,87,47,88.0,53.0
217608420,12,47,38.0,28.0
217607804,62,72,75.0,77.0
217607806,75,77,88.0,43.0
217608424,14,48,12.0,57.0
217607807,88,43,0.0,0.0
217608426,1,44,100.0,100.0
217608429,100,100,45.0,28.0
217607810,55,72,70.0,53.0
217608431,45,28,30.0,47.0
217608433,30,47,37.0,29.0
217608434,37,29,39.0,29.0
217608435,39,29,45.0,34.0
217607812,63,71,55.0,66.0
217608437,45,34,44.0,32.0
217607816,55,66,56.0,68.0
217607813,56,68,54.0,69.0
217608438,44,32,46.0,31.0
217607819,54,69,35.0,66.0
217607820,35,66,44.0,75.0
217607822,44,75,49.0,92.0
217607823,49,92,62.0,63.0
217607825,62,63,66.0,58.0
217608440,38,37,34.0,42.0
217608444,34,42,13.0,27.0
217608445,13,27,29.0,77.0
217608447,29,77,25.0,69.0
217607829,71,23,75.0,31.0
217608448,25,69,14.0,72.0
217607830,75,31,86.0,28.0
217608450,14,72,41.0,86.0
217608453,41,86,38.0,76.0
217608454,38,76,37.0,41.0
217608455,37,41,49.0,47.0
217608457,49,47,47.0,94.0
217608459,47,94,62.0,97.0
217607833,38,3,36.0,6.0
217609202,62,97,64.0,94.0
217608463,64,94,59.0,83.0
217607835,41,17,34.0,5.0
217607838,34,5,41.0,3.0
